"","id","firstname","surname","born","died","bornCountry","bornCountryCode","gender","year","category","share","age"
"270",257,"Kenichi","Fukui",1918,"1998-01-09","Japan","JP","male",1981,"chemistry",2,63
"271",258,"Roald","Hoffmann",1937,"0000-00-00","Poland (now Ukraine)","UA","male",1981,"chemistry",2,44
"272",259,"Aaron","Klug",1926,"0000-00-00","Lithuania","LT","male",1982,"chemistry",1,56
"273",260,"Henry","Taube",1915,"2005-11-16","Canada","CA","male",1983,"chemistry",1,68
"274",261,"Robert Bruce","Merrifield",1921,"2006-05-14","USA","US","male",1984,"chemistry",1,63
"275",262,"Herbert A.","Hauptman",1917,"2011-10-23","USA","US","male",1985,"chemistry",2,68
"276",263,"Jerome","Karle",1918,"2013-06-06","USA","US","male",1985,"chemistry",2,67
"277",264,"Dudley R.","Herschbach",1932,"0000-00-00","USA","US","male",1986,"chemistry",3,54
"278",265,"Yuan T.","Lee",1936,"0000-00-00","Taiwan","TW","male",1986,"chemistry",3,50
"279",266,"John C.","Polanyi",1929,"0000-00-00","Germany","DE","male",1986,"chemistry",3,57
"280",267,"Donald J.","Cram",1919,"2001-06-17","USA","US","male",1987,"chemistry",3,68
"281",268,"Jean-Marie","Lehn",1939,"0000-00-00","France","FR","male",1987,"chemistry",3,48
"282",268,"Jean-Marie","Lehn",1939,"0000-00-00","France","FR","male",1987,"chemistry",3,48
"283",269,"Charles J.","Pedersen",1904,"1989-10-26","Korea (now South Korea)","KR","male",1987,"chemistry",3,83
"284",270,"Johann","Deisenhofer",1943,"0000-00-00","Germany","DE","male",1988,"chemistry",3,45
"285",270,"Johann","Deisenhofer",1943,"0000-00-00","Germany","DE","male",1988,"chemistry",3,45
"286",271,"Robert","Huber",1937,"0000-00-00","Germany","DE","male",1988,"chemistry",3,51
"287",272,"Hartmut","Michel",1948,"0000-00-00","West Germany (now Germany)","DE","male",1988,"chemistry",3,40
"288",273,"Sidney","Altman",1939,"0000-00-00","Canada","CA","male",1989,"chemistry",2,50
"289",274,"Thomas R.","Cech",1947,"0000-00-00","USA","US","male",1989,"chemistry",2,42
"290",275,"Elias James","Corey",1928,"0000-00-00","USA","US","male",1990,"chemistry",1,62
"291",276,"Richard R.","Ernst",1933,"0000-00-00","Switzerland","CH","male",1991,"chemistry",1,58
"292",277,"Rudolph A.","Marcus",1923,"0000-00-00","Canada","CA","male",1992,"chemistry",1,69
"293",278,"Kary B.","Mullis",1944,"0000-00-00","USA","US","male",1993,"chemistry",2,49
"294",279,"Michael","Smith",1932,"2000-10-04","United Kingdom","GB","male",1993,"chemistry",2,61
"295",280,"George A.","Olah",1927,"0000-00-00","Hungary","HU","male",1994,"chemistry",1,67
"296",281,"Paul J.","Crutzen",1933,"0000-00-00","the Netherlands","NL","male",1995,"chemistry",3,62
"297",282,"Mario J.","Molina",1943,"0000-00-00","Mexico","MX","male",1995,"chemistry",3,52
"298",283,"F. Sherwood","Rowland",1927,"2012-03-10","USA","US","male",1995,"chemistry",3,68
"299",284,"Robert F.","Curl Jr.",1933,"0000-00-00","USA","US","male",1996,"chemistry",3,63
"300",285,"Sir Harold W.","Kroto",1939,"0000-00-00","United Kingdom","GB","male",1996,"chemistry",3,57
"301",286,"Richard E.","Smalley",1943,"2005-10-28","USA","US","male",1996,"chemistry",3,53
"302",287,"Paul D.","Boyer",1918,"0000-00-00","USA","US","male",1997,"chemistry",4,79
"303",288,"John E.","Walker",1941,"0000-00-00","United Kingdom","GB","male",1997,"chemistry",4,56
"304",289,"Jens C.","Skou",1918,"0000-00-00","Denmark","DK","male",1997,"chemistry",2,79
"305",290,"Walter","Kohn",1923,"0000-00-00","Austria","AT","male",1998,"chemistry",2,75
"306",291,"John A.","Pople",1925,"2004-03-15","United Kingdom","GB","male",1998,"chemistry",2,73
"307",292,"Ahmed H.","Zewail",1946,"0000-00-00","Egypt","EG","male",1999,"chemistry",1,53
"308",293,"Emil Adolf","von Behring",1854,"1917-03-31","Prussia (now Poland)","PL","male",1901,"medicine",1,47
"309",294,"Ronald","Ross",1857,"1932-09-16","India","IN","male",1902,"medicine",1,45
"310",295,"Niels Ryberg","Finsen",1860,"1904-09-24","Faroe Islands (Denmark)","DK","male",1903,"medicine",1,43
"311",296,"Ivan Petrovich","Pavlov",1849,"1936-02-27","Russia","RU","male",1904,"medicine",1,55
"312",297,"Robert","Koch",1843,"1910-05-27","Germany","DE","male",1905,"medicine",1,62
"313",298,"Camillo","Golgi",1843,"1926-01-21","Italy","IT","male",1906,"medicine",2,63
"314",299,"Santiago","Ramón y Cajal",1852,"1934-10-17","Spain","ES","male",1906,"medicine",2,54
"315",300,"Charles Louis Alphonse","Laveran",1845,"1922-05-18","France","FR","male",1907,"medicine",1,62
"316",301,"Ilya Ilyich","Mechnikov",1845,"1916-07-16","Russian Empire (now Ukraine)","UA","male",1908,"medicine",2,63
"317",302,"Paul","Ehrlich",1854,"1915-08-20","Prussia (now Poland)","PL","male",1908,"medicine",2,54
"318",302,"Paul","Ehrlich",1854,"1915-08-20","Prussia (now Poland)","PL","male",1908,"medicine",2,54
"319",303,"Emil Theodor","Kocher",1841,"1917-07-27","Switzerland","CH","male",1909,"medicine",1,68
"320",304,"Albrecht","Kossel",1853,"1927-07-05","Mecklenburg (now Germany)","DE","male",1910,"medicine",1,57
"321",305,"Allvar","Gullstrand",1862,"1930-07-28","Sweden","SE","male",1911,"medicine",1,49
"322",306,"Alexis","Carrel",1873,"1944-11-05","France","FR","male",1912,"medicine",1,39
"323",307,"Charles Robert","Richet",1850,"1935-12-04","France","FR","male",1913,"medicine",1,63
"324",308,"Robert","Bárány",1876,"1936-04-08","Austria","AT","male",1914,"medicine",1,38
"325",309,"Jules","Bordet",1870,"1961-04-06","Belgium","BE","male",1919,"medicine",1,49
"326",310,"Schack August Steenberg","Krogh",1874,"1949-09-13","Denmark","DK","male",1920,"medicine",1,46
"327",311,"Archibald Vivian","Hill",1886,"1977-06-03","United Kingdom","GB","male",1922,"medicine",2,36
"328",312,"Otto Fritz","Meyerhof",1884,"1951-10-06","Germany","DE","male",1922,"medicine",2,38
"329",313,"Frederick Grant","Banting",1891,"1941-02-21","Canada","CA","male",1923,"medicine",2,32
"330",314,"John James Rickard","Macleod",1876,"1935-03-16","Scotland","GB","male",1923,"medicine",2,47
"331",315,"Willem","Einthoven",1860,"1927-09-29","Java, Dutch East Indies (now Indonesia)","ID","male",1924,"medicine",1,64
"332",316,"Johannes Andreas Grib","Fibiger",1867,"1928-01-30","Denmark","DK","male",1926,"medicine",1,59
"333",317,"Julius","Wagner-Jauregg",1857,"1940-09-27","Austria","AT","male",1927,"medicine",1,70
"334",318,"Charles Jules Henri","Nicolle",1866,"1936-02-28","France","FR","male",1928,"medicine",1,62
"335",319,"Christiaan","Eijkman",1858,"1930-11-05","the Netherlands","NL","male",1929,"medicine",2,71
"336",320,"Sir Frederick Gowland","Hopkins",1861,"1947-05-16","United Kingdom","GB","male",1929,"medicine",2,68
"337",321,"Karl","Landsteiner",1868,"1943-06-26","Austrian Empire (now Austria)","AT","male",1930,"medicine",1,62
"338",322,"Otto Heinrich","Warburg",1883,"1970-08-01","Germany","DE","male",1931,"medicine",1,48
"339",323,"Sir Charles Scott","Sherrington",1857,"1952-03-04","United Kingdom","GB","male",1932,"medicine",2,75
"340",324,"Edgar Douglas","Adrian",1889,"1977-08-08","United Kingdom","GB","male",1932,"medicine",2,43
"341",325,"Thomas Hunt","Morgan",1866,"1945-12-04","USA","US","male",1933,"medicine",1,67
"342",326,"George Hoyt","Whipple",1878,"1976-02-01","USA","US","male",1934,"medicine",3,56
"343",327,"George Richards","Minot",1885,"1950-02-25","USA","US","male",1934,"medicine",3,49
"344",328,"William Parry","Murphy",1892,"1987-10-09","USA","US","male",1934,"medicine",3,42
"345",328,"William Parry","Murphy",1892,"1987-10-09","USA","US","male",1934,"medicine",3,42
"346",329,"Hans","Spemann",1869,"1941-09-12","W&uuml;rttemberg (now Germany)","DE","male",1935,"medicine",1,66
"347",330,"Sir Henry Hallett","Dale",1875,"1968-07-23","United Kingdom","GB","male",1936,"medicine",2,61
"348",331,"Otto","Loewi",1873,"1961-12-25","Germany","DE","male",1936,"medicine",2,63
"349",332,"Albert","von Szent-Györgyi Nagyrápolt",1893,"1986-10-22","Austria-Hungary (now Hungary)","HU","male",1937,"medicine",1,44
"350",333,"Corneille Jean François","Heymans",1892,"1968-07-18","Belgium","BE","male",1938,"medicine",1,46
"351",334,"Gerhard","Domagk",1895,"1964-04-24","Germany (now Poland)","PL","male",1939,"medicine",1,44
"352",335,"Henrik Carl Peter","Dam",1895,"1976-04-17","Denmark","DK","male",1943,"medicine",2,48
"353",336,"Edward Adelbert","Doisy",1893,"1986-10-23","USA","US","male",1943,"medicine",2,50
"354",337,"Joseph","Erlanger",1874,"1965-12-05","USA","US","male",1944,"medicine",2,70
"355",338,"Herbert Spencer","Gasser",1888,"1963-05-11","USA","US","male",1944,"medicine",2,56
"356",339,"Sir Alexander","Fleming",1881,"1955-03-11","Scotland","GB","male",1945,"medicine",3,64
"357",340,"Ernst Boris","Chain",1906,"1979-08-12","Germany","DE","male",1945,"medicine",3,39
"358",341,"Sir Howard Walter","Florey",1898,"1968-02-21","Australia","AU","male",1945,"medicine",3,47
"359",342,"Hermann Joseph","Muller",1890,"1967-04-05","USA","US","male",1946,"medicine",1,56
"360",343,"Carl Ferdinand","Cori",1896,"1984-10-20","Austria-Hungary (now Czech Republic)","CZ","male",1947,"medicine",4,51
"361",344,"Gerty Theresa","Cori, née Radnitz",1896,"1957-10-26","Austria-Hungary (now Czech Republic)","CZ","female",1947,"medicine",4,51
"362",345,"Bernardo Alberto","Houssay",1887,"1971-09-21","Argentina","AR","male",1947,"medicine",2,60
"363",346,"Paul Hermann","Müller",1899,"1965-10-12","Switzerland","CH","male",1948,"medicine",1,49
"364",347,"Walter Rudolf","Hess",1881,"1973-08-12","Switzerland","CH","male",1949,"medicine",2,68
"365",348,"Antonio Caetano de Abreu Freire Egas","Moniz",1874,"1955-12-13","Portugal","PT","male",1949,"medicine",2,75
"366",348,"Antonio Caetano de Abreu Freire Egas","Moniz",1874,"1955-12-13","Portugal","PT","male",1949,"medicine",2,75
"367",349,"Edward Calvin","Kendall",1886,"1972-05-04","USA","US","male",1950,"medicine",3,64
"368",350,"Tadeus","Reichstein",1897,"1996-08-01","Poland","PL","male",1950,"medicine",3,53
"369",351,"Philip Showalter","Hench",1896,"1965-03-30","USA","US","male",1950,"medicine",3,54
"370",352,"Max","Theiler",1899,"1972-08-11","South Africa","ZA","male",1951,"medicine",1,52
"371",353,"Selman Abraham","Waksman",1888,"1973-08-16","Russian Empire (now Ukraine)","UA","male",1952,"medicine",1,64
"372",354,"Hans Adolf","Krebs",1900,"1981-11-22","Germany","DE","male",1953,"medicine",2,53
"373",355,"Fritz Albert","Lipmann",1899,"1986-07-24","Germany (now Russia)","RU","male",1953,"medicine",2,54
"374",355,"Fritz Albert","Lipmann",1899,"1986-07-24","Germany (now Russia)","RU","male",1953,"medicine",2,54
"375",356,"John Franklin","Enders",1897,"1985-09-08","USA","US","male",1954,"medicine",3,57
"376",356,"John Franklin","Enders",1897,"1985-09-08","USA","US","male",1954,"medicine",3,57
